onset	duration	sample	value	prompt_text	stage_name	posture
1.009	23.415	2018	handwriting_prompt	.	n/a	n/a
20.9185	54.17	41837	stage_start	n/a	characters_with_digits	seated-on-surface
24.4245	1.283	48849	handwriting_prompt	x	n/a	n/a
25.7085	1.102	51417	handwriting_prompt	r	n/a	n/a
26.8115	1.1315	53623	handwriting_prompt	c	n/a	n/a
27.9435	1.0205	55887	handwriting_prompt	3	n/a	n/a
28.9645	0.953	57929	handwriting_prompt	l	n/a	n/a
29.918	1.0285	59836	handwriting_prompt	,	n/a	n/a
30.9465	0.9425	61893	handwriting_prompt	o	n/a	n/a
31.8895	0.9345	63779	handwriting_prompt	p	n/a	n/a
32.8245	1.1405	65649	handwriting_prompt	k	n/a	n/a
33.9655	1.015	67931	handwriting_prompt	→	n/a	n/a
34.981	1.1845	69962	handwriting_prompt	'	n/a	n/a
36.166	1.278	72332	handwriting_prompt	s	n/a	n/a
37.4445	1.2185	74889	handwriting_prompt	g	n/a	n/a
38.6635	1.042	77327	handwriting_prompt	t	n/a	n/a
39.706	1.3355	79412	handwriting_prompt	e	n/a	n/a
41.0445	1.3985	82089	handwriting_prompt	4	n/a	n/a
42.4435	1.1735	84887	handwriting_prompt	b	n/a	n/a
43.6175	1.0075	87235	handwriting_prompt	z	n/a	n/a
44.6255	0.874	89251	handwriting_prompt	0	n/a	n/a
45.5	1.166	91000	handwriting_prompt	m	n/a	n/a
46.667	1.02	93334	handwriting_prompt	2	n/a	n/a
47.6875	1.231	95375	handwriting_prompt	j	n/a	n/a
48.9195	0.9475	97839	handwriting_prompt	u	n/a	n/a
49.8695	1.066	99739	handwriting_prompt	!	n/a	n/a
50.936	1.6625	101872	handwriting_prompt	q	n/a	n/a
52.599	1.197	105198	handwriting_prompt	5	n/a	n/a
53.796	1.065	107592	handwriting_prompt	v	n/a	n/a
54.862	1.6055	109724	handwriting_prompt	d	n/a	n/a
56.4675	1.002	112935	handwriting_prompt	6	n/a	n/a
57.4695	1.8945	114939	handwriting_prompt	n	n/a	n/a
59.3645	1.0955	118729	handwriting_prompt	8	n/a	n/a
60.4605	1.0195	120921	handwriting_prompt	y	n/a	n/a
61.4805	1.207	122961	handwriting_prompt	h	n/a	n/a
62.6885	0.8295	125377	handwriting_prompt	1	n/a	n/a
63.519	1.121	127038	handwriting_prompt	9	n/a	n/a
64.64	1.0705	129280	handwriting_prompt	i	n/a	n/a
65.7105	1.3645	131421	handwriting_prompt	?	n/a	n/a
67.0775	2.1955	134155	handwriting_prompt	7	n/a	n/a
69.2735	1.707	138547	handwriting_prompt	w	n/a	n/a
70.9805	1.3665	141961	handwriting_prompt	f	n/a	n/a
72.3475	1.178	144695	handwriting_prompt	←	n/a	n/a
73.526	1.5635	147052	handwriting_prompt	a	n/a	n/a
75.0895	3.498	150179	handwriting_prompt	that'll	n/a	n/a
75.0895	22.0095	150179	stage_start	n/a	words	seated-on-surface
78.5875	4.153	157175	handwriting_prompt	journey	n/a	n/a
82.741	4.951	165482	handwriting_prompt	unique	n/a	n/a
87.6925	2.2425	175385	handwriting_prompt	zinc	n/a	n/a
89.9355	3.1305	179871	handwriting_prompt	whose	n/a	n/a
93.0665	4.046	186133	handwriting_prompt	working	n/a	n/a
97.1125	3.544	194225	handwriting_prompt	colb←t	n/a	n/a
97.1125	28.1435	194225	stage_start	n/a	words_with_backspace	seated-on-surface
100.657	5.6555	201314	handwriting_prompt	toui←←day	n/a	n/a
106.3125	4.5265	212625	handwriting_prompt	juris←←ts	n/a	n/a
110.8395	3.081	221679	handwriting_prompt	we←'d	n/a	n/a
113.9235	6.417	227847	handwriting_prompt	s347←←←quid	n/a	n/a
120.341	4.9155	240682	handwriting_prompt	fiv←←←e	n/a	n/a
125.258	41.9195	250516	stage_start	n/a	words	seated-on-surface
125.2585	6.279	250517	handwriting_prompt	are you okay?	n/a	n/a
131.54	7.7205	263080	handwriting_prompt	helloo	n/a	n/a
139.2605	3.9785	278521	handwriting_prompt	ok thx	n/a	n/a
143.2425	5.0685	286485	handwriting_prompt	no not yet	n/a	n/a
148.3115	8.744	296623	handwriting_prompt	let's hope for the	n/a	n/a
157.057	4.176	314114	handwriting_prompt	hahaha	n/a	n/a
161.259	3.524	322518	handwriting_prompt	ok great	n/a	n/a
164.783	2.3955	329566	handwriting_prompt	got it	n/a	n/a
167.1795	1.485	334359	handwriting_prompt	35	n/a	n/a
167.1795	1.4845	334359	stage_start	n/a	two_digit_numbers	seated-on-surface
168.6645	1.6475	337329	stage_start	n/a	three_digit_numbers	seated-on-surface
168.6655	1.647	337331	handwriting_prompt	604	n/a	n/a
170.3125	2.42	340625	handwriting_prompt	3944	n/a	n/a
170.3125	2.4185	340625	stage_start	n/a	four_digit_numbers	seated-on-surface
172.7325	5.1675	345465	stage_start	n/a	phone_numbers_with_space_gesture	seated-on-surface
172.733	5.1675	345466	handwriting_prompt	380→ 99→ 7028	n/a	n/a
177.901	4.171	355802	stage_start	n/a	phone_numbers	seated-on-surface
177.927	4.1455	355854	handwriting_prompt	4 1452 17	n/a	n/a
182.073	3.7145	364146	stage_start	n/a	prices	seated-on-surface
182.075	3.7145	364150	handwriting_prompt	0339.17	n/a	n/a
185.7905	5.076	371581	handwriting_prompt	39sh21sf	n/a	n/a
185.7905	10.8015	371581	stage_start	n/a	random_characters	seated-on-surface
190.8675	5.7245	381735	handwriting_prompt	unhy6teunj	n/a	n/a
196.5925	14.716	393185	handwriting_prompt	however, for someone who	n/a	n/a
196.5925	91.7755	393185	stage_start	n/a	phrases	seated-on-surface
211.3095	3.005	422619	handwriting_prompt	is about to visit japan	n/a	n/a
214.3165	26.8985	428633	handwriting_prompt	sounds good. please can you reserve a table	n/a	n/a
241.215	13.707	482430	handwriting_prompt	at this restaurant? no,	n/a	n/a
254.922	23.676	509844	handwriting_prompt	another sub to throw in my collection. or	n/a	n/a
278.5985	9.77	557197	handwriting_prompt	someones got	n/a	n/a
288.3685	52.056	576737	stage_start	n/a	phrases_with_backspace	seated-on-surface
288.369	12.861	576738	handwriting_prompt	In many places you tob←←←can	n/a	n/a
301.2305	6.721	602461	handwriting_prompt	how m←any	n/a	n/a
307.952	17.0095	615904	handwriting_prompt	headp!←← shot! ragrets. whenever i	n/a	n/a
324.9975	15.4275	649995	handwriting_prompt	see sero←←←omeone	n/a	n/a
340.4255	31.2895	680851	stage_start	n/a	phrases_with_space_gesture	seated-on-surface
340.427	6.5865	680854	handwriting_prompt	these→ two→	n/a	n/a
347.014	7.7965	694028	handwriting_prompt	'til→ when?→	n/a	n/a
354.811	16.9045	709622	handwriting_prompt	what→ a→ magnificent→ young→ lady!→	n/a	n/a
371.717	19.0305	743434	stage_start	n/a	phrases_with_backspace_and_space_gesture	seated-on-surface
371.7175	0.136	743435	handwriting_prompt	that→ works→ for→ m←←e.→ can→ you→ get→ me→	n/a	n/a
371.8545	18.8935	743709	handwriting_prompt	wg←ould→ made→ my→ day→ even→ more→	n/a	n/a
390.7485	22.5015	781497	stage_start	n/a	digit_phrases	seated-on-surface
390.749	15.3925	781498	handwriting_prompt	march 10th that can be	n/a	n/a
406.1425	7.108	812285	handwriting_prompt	really, 4 at	n/a	n/a
413.254	7.638	826508	handwriting_prompt	the 14th o←←f	n/a	n/a
413.254	7.637	826508	stage_start	n/a	digit_phrases_with_backspace	seated-on-surface
420.892	21.9795	841784	stage_start	n/a	digit_phrases_with_space_gesture	seated-on-surface
420.8945	21.9775	841789	handwriting_prompt	i→ want→ 2→ tickets→ to→ see→ the→ mets→	n/a	n/a
442.8725	15.4705	885745	stage_start	n/a	digit_phrases_with_backspace_and_space_gesture	seated-on-surface
442.873	15.482	885746	handwriting_prompt	i→ found→ 10←.→ anne→ han,→	n/a	n/a
458.355	40.8935	916710	stage_start	n/a	phrases_with_pinch	seated-on-surface
458.3565	18.839	916713	handwriting_prompt	yes, that is correct. playing. enjoy🤏	n/a	n/a
477.1965	22.0525	954393	handwriting_prompt	this is photoshop or maybe wires.🤏	n/a	n/a
499.2495	10.8145	998499	handwriting_prompt	!←good, any other🤏	n/a	n/a
499.2495	10.814	998499	stage_start	n/a	phrases_with_backspace_and_pinch	seated-on-surface
510.064	6.0325	1020128	handwriting_prompt	yes.→ do🤏	n/a	n/a
510.064	6.031	1020128	stage_start	n/a	phrases_with_pinch_and_space_gesture	seated-on-surface
516.0955	21.531	1032191	stage_start	n/a	phrases_with_backspace_pinch_and_space_gesture	seated-on-surface
516.0965	21.53	1032193	handwriting_prompt	yea←h.→ go→ ahead.→ your→ ticket→ has🤏	n/a	n/a
