onset	duration	sample	value	prompt_text	stage_name	posture
23.463	23.9455	46926	handwriting_prompt	5	n/a	n/a
43.4635	66.88	86927	stage_start	n/a	characters_with_digits	seated-on-surface
47.4085	1.2085	94817	handwriting_prompt	l	n/a	n/a
48.6175	1.2135	97235	handwriting_prompt	r	n/a	n/a
49.8325	1.0815	99665	handwriting_prompt	→	n/a	n/a
50.9145	1.6315	101829	handwriting_prompt	2	n/a	n/a
52.5465	1.431	105093	handwriting_prompt	c	n/a	n/a
53.98	1.7205	107960	handwriting_prompt	g	n/a	n/a
55.702	1.881	111404	handwriting_prompt	p	n/a	n/a
57.5835	1.523	115167	handwriting_prompt	.	n/a	n/a
59.126	1.7495	118252	handwriting_prompt	0	n/a	n/a
60.878	1.571	121756	handwriting_prompt	f	n/a	n/a
62.4505	1.718	124901	handwriting_prompt	j	n/a	n/a
64.169	1.585	128338	handwriting_prompt	!	n/a	n/a
65.754	1.751	131508	handwriting_prompt	w	n/a	n/a
67.5055	1.5965	135011	handwriting_prompt	z	n/a	n/a
69.1025	1.66	138205	handwriting_prompt	9	n/a	n/a
70.7645	1.1345	141529	handwriting_prompt	v	n/a	n/a
71.8995	1.226	143799	handwriting_prompt	,	n/a	n/a
73.1255	1.533	146251	handwriting_prompt	t	n/a	n/a
74.659	1.3345	149318	handwriting_prompt	a	n/a	n/a
75.994	1.193	151988	handwriting_prompt	'	n/a	n/a
77.1895	1.2295	154379	handwriting_prompt	7	n/a	n/a
78.419	1.426	156838	handwriting_prompt	o	n/a	n/a
79.845	1.0815	159690	handwriting_prompt	n	n/a	n/a
80.9265	1.1975	161853	handwriting_prompt	y	n/a	n/a
82.1265	1.2165	164253	handwriting_prompt	i	n/a	n/a
83.3435	1.6305	166687	handwriting_prompt	8	n/a	n/a
84.9745	1.2625	169949	handwriting_prompt	x	n/a	n/a
86.237	1.274	172474	handwriting_prompt	s	n/a	n/a
87.511	1.8035	175022	handwriting_prompt	q	n/a	n/a
89.315	1.1085	178630	handwriting_prompt	1	n/a	n/a
90.4245	1.429	180849	handwriting_prompt	6	n/a	n/a
91.854	1.6275	183708	handwriting_prompt	b	n/a	n/a
93.4825	2.199	186965	handwriting_prompt	m	n/a	n/a
95.682	1.661	191364	handwriting_prompt	3	n/a	n/a
97.3445	1.6325	194689	handwriting_prompt	d	n/a	n/a
98.98	1.6105	197960	handwriting_prompt	4	n/a	n/a
100.591	2.0715	201182	handwriting_prompt	k	n/a	n/a
102.6625	1.5345	205325	handwriting_prompt	h	n/a	n/a
104.1975	1.4075	208395	handwriting_prompt	←	n/a	n/a
105.6055	1.909	211211	handwriting_prompt	?	n/a	n/a
107.515	1.4125	215030	handwriting_prompt	u	n/a	n/a
108.9295	1.4145	217859	handwriting_prompt	e	n/a	n/a
110.3445	3.8075	220689	handwriting_prompt	can't	n/a	n/a
110.3445	25.3205	220689	stage_start	n/a	words	seated-on-surface
114.1525	3.51	228305	handwriting_prompt	jack	n/a	n/a
117.663	7.789	235326	handwriting_prompt	quality	n/a	n/a
125.454	3.4895	250908	handwriting_prompt	nixon	n/a	n/a
128.945	4.535	257890	handwriting_prompt	worried	n/a	n/a
133.4805	2.185	266961	handwriting_prompt	live	n/a	n/a
135.666	7.5355	271332	handwriting_prompt	frotpr←←←zen	n/a	n/a
135.666	35.9495	271332	stage_start	n/a	words_with_backspace	seated-on-surface
143.2015	4.212	286403	handwriting_prompt	v←kind	n/a	n/a
147.4135	7.3665	294827	handwriting_prompt	winddi←←ow	n/a	n/a
154.78	3.9015	309560	handwriting_prompt	8←by	n/a	n/a
158.6815	7.5185	317363	handwriting_prompt	combi←←←ne	n/a	n/a
166.2005	5.4155	332401	handwriting_prompt	flu03←←x	n/a	n/a
171.616	47.1565	343232	stage_start	n/a	words	seated-on-surface
171.6165	3.6865	343233	handwriting_prompt	ohhhh	n/a	n/a
175.306	9.6535	350612	handwriting_prompt	i don't really know	n/a	n/a
184.96	2.92	369920	handwriting_prompt	lololol	n/a	n/a
187.8805	7.2035	375761	handwriting_prompt	agreed	n/a	n/a
195.0865	4.108	390173	handwriting_prompt	no idea	n/a	n/a
199.195	6.3	398390	handwriting_prompt	i know that	n/a	n/a
205.496	8.3595	410992	handwriting_prompt	just ignore that	n/a	n/a
213.856	4.917	427712	handwriting_prompt	good deal	n/a	n/a
218.78	1.76	437560	handwriting_prompt	19	n/a	n/a
218.78	1.7575	437560	stage_start	n/a	two_digit_numbers	seated-on-surface
220.54	2.813	441080	handwriting_prompt	263	n/a	n/a
220.54	2.812	441080	stage_start	n/a	three_digit_numbers	seated-on-surface
223.3535	3.0475	446707	handwriting_prompt	6161	n/a	n/a
223.3535	3.0335	446707	stage_start	n/a	four_digit_numbers	seated-on-surface
226.4015	10.806	452803	handwriting_prompt	54→ 5902→ 978	n/a	n/a
226.4015	10.802	452803	stage_start	n/a	phone_numbers_with_space_gesture	seated-on-surface
237.2075	7.421	474415	handwriting_prompt	702 578 486	n/a	n/a
237.2075	7.4205	474415	stage_start	n/a	phone_numbers	seated-on-surface
244.629	7.9325	489258	handwriting_prompt	7379.67	n/a	n/a
244.6295	7.9305	489259	stage_start	n/a	prices	seated-on-surface
252.562	7.7815	505124	handwriting_prompt	ypiu7nb8j	n/a	n/a
252.562	14.348	505124	stage_start	n/a	random_characters	seated-on-surface
260.344	6.572	520688	handwriting_prompt	40tqbokm	n/a	n/a
266.916	76.7985	533832	stage_start	n/a	phrases	seated-on-surface
266.918	11.333	533836	handwriting_prompt	while other people think	n/a	n/a
278.2515	5.389	556503	handwriting_prompt	that for	n/a	n/a
283.6425	17.6965	567285	handwriting_prompt	hm, what else did you find? no it	n/a	n/a
301.339	15.473	602678	handwriting_prompt	is not furnished. can you please	n/a	n/a
316.812	9.9135	633624	handwriting_prompt	don't know who wes	n/a	n/a
326.726	16.9885	653452	handwriting_prompt	anderson is but i love the content.	n/a	n/a
343.715	20.134	687430	handwriting_prompt	Friends spend tiu←me together to	n/a	n/a
343.715	83.0605	687430	stage_start	n/a	phrases_with_backspace	seated-on-surface
363.85	18.9215	727700	handwriting_prompt	yes. whe.←re is the event being held?	n/a	n/a
382.7715	25.1265	765543	handwriting_prompt	congrats op! enjoy and relax my←←← friend.	n/a	n/a
407.898	18.8805	815796	handwriting_prompt	wait if she's heariw←ng	n/a	n/a
426.7785	29.6815	853557	handwriting_prompt	reduces→ the→ damage→ done→ by→ critical→ hits→ and→	n/a	n/a
426.7785	77.832	853557	stage_start	n/a	phrases_with_space_gesture	seated-on-surface
456.4625	11.287	912925	handwriting_prompt	tell→ me→ the→ name→	n/a	n/a
467.75	36.861	935500	handwriting_prompt	this→ definitely→ gets→ my→ vote→ of→ approval.→ wait→	n/a	n/a
504.6115	27.214	1009223	handwriting_prompt	i→ would→ like→ to→ do→ that.→ i'ok←←d→ like→	n/a	n/a
504.6115	53.1175	1009223	stage_start	n/a	phrases_with_backspace_and_space_gesture	seated-on-surface
531.827	25.9025	1063654	handwriting_prompt	he→ finna→ hit→ em→ ←with→ an→ alakazam→ i→	n/a	n/a
557.73	6.359	1115460	handwriting_prompt	2 tickets	n/a	n/a
557.73	32.8545	1115460	stage_start	n/a	digit_phrases	seated-on-surface
564.0915	26.4935	1128183	handwriting_prompt	my grandmother turned 91 this year. she doesn't	n/a	n/a
590.585	9.9305	1181170	handwriting_prompt	the rating ←←is 4.4.	n/a	n/a
590.585	9.93	1181170	stage_start	n/a	digit_phrases_with_backspace	seated-on-surface
600.5155	27.1355	1201031	handwriting_prompt	there→ are→ any→ playing→ at→ 3→ below→ theaters→	n/a	n/a
600.5155	27.122	1201031	stage_start	n/a	digit_phrases_with_space_gesture	seated-on-surface
627.6515	8.4285	1255303	stage_start	n/a	digit_phrases_with_backspace_and_space_gesture	seated-on-surface
627.653	8.4285	1255306	handwriting_prompt	2→ peop←←le→	n/a	n/a
636.0815	22.019	1272163	handwriting_prompt	want to make a transfer? whats🤏	n/a	n/a
636.0815	29.131	1272163	stage_start	n/a	phrases_with_pinch	seated-on-surface
658.1005	7.1125	1316201	handwriting_prompt	just in it🤏	n/a	n/a
665.213	24.6035	1330426	stage_start	n/a	phrases_with_backspace_and_pinch	seated-on-surface
665.2135	24.6145	1330427	handwriting_prompt	is any other house availablbc←←e? which🤏	n/a	n/a
689.829	25.7965	1379658	stage_start	n/a	phrases_with_pinch_and_space_gesture	seated-on-surface
689.8295	25.797	1379659	handwriting_prompt	okay,→ can→ you→ check→ my→ itinerary→ and→ let🤏	n/a	n/a
715.6285	21.2955	1431257	handwriting_prompt	is→ th←ere→ anyone→ else→ who🤏	n/a	n/a
