onset	duration	sample	value	prompt_text	stage_name	posture
1.009	14.312	2018	handwriting_prompt	2	n/a	n/a
14.3955	38.936	28791	stage_start	n/a	characters_with_digits	seated-on-surface
15.3245	0.8345	30649	handwriting_prompt	8	n/a	n/a
16.159	0.6015	32318	handwriting_prompt	1	n/a	n/a
16.761	0.8525	33522	handwriting_prompt	e	n/a	n/a
17.6255	0.8475	35251	handwriting_prompt	?	n/a	n/a
18.4755	0.84	36951	handwriting_prompt	x	n/a	n/a
19.316	1.704	38632	handwriting_prompt	5	n/a	n/a
21.021	1.07	42042	handwriting_prompt	p	n/a	n/a
22.092	0.941	44184	handwriting_prompt	g	n/a	n/a
23.0375	0.866	46075	handwriting_prompt	w	n/a	n/a
23.904	0.713	47808	handwriting_prompt	u	n/a	n/a
24.618	0.803	49236	handwriting_prompt	9	n/a	n/a
25.4255	0.842	50851	handwriting_prompt	6	n/a	n/a
26.268	0.878	52536	handwriting_prompt	q	n/a	n/a
27.146	0.856	54292	handwriting_prompt	4	n/a	n/a
28.052	0.6425	56104	handwriting_prompt	s	n/a	n/a
28.6945	0.7165	57389	handwriting_prompt	j	n/a	n/a
29.412	0.7115	58824	handwriting_prompt	←	n/a	n/a
30.124	1.016	60248	handwriting_prompt	l	n/a	n/a
31.1405	0.776	62281	handwriting_prompt	d	n/a	n/a
31.9165	1.061	63833	handwriting_prompt	m	n/a	n/a
32.978	0.759	65956	handwriting_prompt	'	n/a	n/a
33.7375	1.319	67475	handwriting_prompt	r	n/a	n/a
35.0575	0.8785	70115	handwriting_prompt	0	n/a	n/a
35.9405	0.92	71881	handwriting_prompt	,	n/a	n/a
36.8615	1.298	73723	handwriting_prompt	n	n/a	n/a
38.16	0.7735	76320	handwriting_prompt	z	n/a	n/a
38.934	1.0065	77868	handwriting_prompt	k	n/a	n/a
39.941	0.704	79882	handwriting_prompt	o	n/a	n/a
40.6465	0.744	81293	handwriting_prompt	y	n/a	n/a
41.391	0.796	82782	handwriting_prompt	7	n/a	n/a
42.1875	0.7965	84375	handwriting_prompt	.	n/a	n/a
42.984	1.305	85968	handwriting_prompt	i	n/a	n/a
44.2895	0.754	88579	handwriting_prompt	v	n/a	n/a
45.044	0.958	90088	handwriting_prompt	b	n/a	n/a
46.003	0.9525	92006	handwriting_prompt	3	n/a	n/a
46.9565	1.0505	93913	handwriting_prompt	f	n/a	n/a
48.0075	0.7445	96015	handwriting_prompt	c	n/a	n/a
48.752	0.825	97504	handwriting_prompt	→	n/a	n/a
49.597	0.8605	99194	handwriting_prompt	t	n/a	n/a
50.4585	0.919	100917	handwriting_prompt	h	n/a	n/a
51.378	1.055	102756	handwriting_prompt	!	n/a	n/a
52.4335	0.904	104867	handwriting_prompt	a	n/a	n/a
53.3375	2.135	106675	handwriting_prompt	you'd	n/a	n/a
53.3375	14.2585	106675	stage_start	n/a	words	seated-on-surface
55.4765	1.837	110953	handwriting_prompt	just	n/a	n/a
57.3135	2.7625	114627	handwriting_prompt	require	n/a	n/a
60.077	2.4975	120154	handwriting_prompt	fixed	n/a	n/a
62.5745	2.9055	125149	handwriting_prompt	bizarre	n/a	n/a
65.484	2.113	130968	handwriting_prompt	walk	n/a	n/a
67.597	5.565	135194	handwriting_prompt	utg←←←czarina	n/a	n/a
67.598	25.1955	135196	stage_start	n/a	words_with_backspace	seated-on-surface
73.1625	4.555	146325	handwriting_prompt	i'←←←←←m	n/a	n/a
77.7175	3.2865	155435	handwriting_prompt	p←←roving	n/a	n/a
81.005	1.922	162010	handwriting_prompt	←of	n/a	n/a
82.9275	4.0755	165855	handwriting_prompt	wia.←←←hich	n/a	n/a
