onset	duration	sample	value	prompt_text	stage_name	posture
1.009	21.9155	2018	handwriting_prompt	1	n/a	n/a
20.2125	70.849	40425	stage_start	n/a	characters_with_digits	standing-on-leg
22.925	2.18	45850	handwriting_prompt	q	n/a	n/a
25.106	1.823	50212	handwriting_prompt	5	n/a	n/a
26.931	2.407	53862	handwriting_prompt	b	n/a	n/a
29.338	1.9245	58676	handwriting_prompt	x	n/a	n/a
31.264	1.947	62528	handwriting_prompt	!	n/a	n/a
33.214	2.1135	66428	handwriting_prompt	2	n/a	n/a
35.331	2.63	70662	handwriting_prompt	7	n/a	n/a
37.963	2.0675	75926	handwriting_prompt	t	n/a	n/a
40.032	1.733	80064	handwriting_prompt	i	n/a	n/a
41.765	1.7555	83530	handwriting_prompt	p	n/a	n/a
43.5215	1.752	87043	handwriting_prompt	0	n/a	n/a
45.2755	1.7525	90551	handwriting_prompt	m	n/a	n/a
47.0305	1.7035	94061	handwriting_prompt	g	n/a	n/a
48.7365	1.1485	97473	handwriting_prompt	.	n/a	n/a
49.8865	1.6365	99773	handwriting_prompt	a	n/a	n/a
51.5275	1.419	103055	handwriting_prompt	j	n/a	n/a
52.9475	1.274	105895	handwriting_prompt	v	n/a	n/a
54.223	1.5415	108446	handwriting_prompt	,	n/a	n/a
55.765	1.349	111530	handwriting_prompt	z	n/a	n/a
57.114	1.4	114228	handwriting_prompt	s	n/a	n/a
58.5155	1.443	117031	handwriting_prompt	w	n/a	n/a
59.9605	1.125	119921	handwriting_prompt	'	n/a	n/a
61.0855	1.459	122171	handwriting_prompt	k	n/a	n/a
62.547	1.3185	125094	handwriting_prompt	o	n/a	n/a
63.866	1.194	127732	handwriting_prompt	c	n/a	n/a
65.061	1.242	130122	handwriting_prompt	y	n/a	n/a
66.305	1.4695	132610	handwriting_prompt	3	n/a	n/a
67.777	2.011	135554	handwriting_prompt	?	n/a	n/a
69.789	1.586	139578	handwriting_prompt	f	n/a	n/a
71.377	1.4085	142754	handwriting_prompt	d	n/a	n/a
72.7865	1.1105	145573	handwriting_prompt	u	n/a	n/a
73.897	1.406	147794	handwriting_prompt	8	n/a	n/a
75.3045	1.09	150609	handwriting_prompt	l	n/a	n/a
76.3945	1.4795	152789	handwriting_prompt	e	n/a	n/a
77.8865	1.69	155773	handwriting_prompt	4	n/a	n/a
79.5775	1.393	159155	handwriting_prompt	r	n/a	n/a
80.9715	2.559	161943	handwriting_prompt	←	n/a	n/a
83.5325	1.5445	167065	handwriting_prompt	6	n/a	n/a
85.0775	1.3565	170155	handwriting_prompt	→	n/a	n/a
86.434	1.64	172868	handwriting_prompt	9	n/a	n/a
88.075	1.536	176150	handwriting_prompt	h	n/a	n/a
89.613	1.457	179226	handwriting_prompt	n	n/a	n/a
91.07	3.7995	182140	handwriting_prompt	ne'er	n/a	n/a
91.0705	27.087	182141	stage_start	n/a	words	standing-on-leg
94.871	3.777	189742	handwriting_prompt	enjoy	n/a	n/a
98.648	5.376	197296	handwriting_prompt	quality	n/a	n/a
104.024	4.1335	208048	handwriting_prompt	index	n/a	n/a
108.1585	5.437	216317	handwriting_prompt	seizure	n/a	n/a
113.596	4.562	227192	handwriting_prompt	woman	n/a	n/a
118.159	36.1385	236318	stage_start	n/a	words_with_backspace	standing-on-leg
118.1595	6.9545	236319	handwriting_prompt	webj←←'ve	n/a	n/a
125.115	7.0095	250230	handwriting_prompt	johbre←←←n.	n/a	n/a
132.126	7.284	264252	handwriting_prompt	qubba←←←iet,	n/a	n/a
139.4115	5.604	278823	handwriting_prompt	sixtb←ies	n/a	n/a
145.0165	4.761	290033	handwriting_prompt	pac←rk	n/a	n/a
149.779	4.5195	299558	handwriting_prompt	wn←←of	n/a	n/a
