onset	duration	sample	value	prompt_text	stage_name	posture
1.009	16.739	2018	handwriting_prompt	e	n/a	n/a
14.656	67.593	29312	stage_start	n/a	characters_with_digits	seated-on-surface
17.748	1.5335	35496	handwriting_prompt	k	n/a	n/a
19.2815	1.6455	38563	handwriting_prompt	q	n/a	n/a
20.9285	1.231	41857	handwriting_prompt	v	n/a	n/a
22.16	1.658	44320	handwriting_prompt	j	n/a	n/a
23.8185	2.067	47637	handwriting_prompt	7	n/a	n/a
25.8855	1.671	51771	handwriting_prompt	!	n/a	n/a
27.557	1.973	55114	handwriting_prompt	4	n/a	n/a
29.531	1.537	59062	handwriting_prompt	d	n/a	n/a
31.0705	1.567	62141	handwriting_prompt	y	n/a	n/a
32.64	1.2955	65280	handwriting_prompt	x	n/a	n/a
33.9375	1.375	67875	handwriting_prompt	1	n/a	n/a
35.313	1.4105	70626	handwriting_prompt	r	n/a	n/a
36.724	1.396	73448	handwriting_prompt	u	n/a	n/a
38.12	1.5415	76240	handwriting_prompt	t	n/a	n/a
39.6635	1.4235	79327	handwriting_prompt	→	n/a	n/a
41.0875	2.183	82175	handwriting_prompt	3	n/a	n/a
43.2755	1.6035	86551	handwriting_prompt	a	n/a	n/a
44.88	1.3375	89760	handwriting_prompt	,	n/a	n/a
46.2195	1.648	92439	handwriting_prompt	0	n/a	n/a
47.8685	1.356	95737	handwriting_prompt	←	n/a	n/a
49.2295	1.529	98459	handwriting_prompt	2	n/a	n/a
50.7585	1.3185	101517	handwriting_prompt	c	n/a	n/a
52.079	1.945	104158	handwriting_prompt	?	n/a	n/a
54.0245	1.371	108049	handwriting_prompt	h	n/a	n/a
55.397	1.216	110794	handwriting_prompt	s	n/a	n/a
56.6155	1.844	113231	handwriting_prompt	5	n/a	n/a
58.4595	1.514	116919	handwriting_prompt	g	n/a	n/a
59.974	1.3525	119948	handwriting_prompt	n	n/a	n/a
61.327	1.3385	122654	handwriting_prompt	o	n/a	n/a
62.67	1.6435	125340	handwriting_prompt	m	n/a	n/a
64.314	1.38	128628	handwriting_prompt	i	n/a	n/a
65.694	1.594	131388	handwriting_prompt	w	n/a	n/a
67.291	1.219	134582	handwriting_prompt	.	n/a	n/a
68.5125	1.6855	137025	handwriting_prompt	6	n/a	n/a
70.1985	1.7695	140397	handwriting_prompt	b	n/a	n/a
71.968	1.7025	143936	handwriting_prompt	p	n/a	n/a
73.6705	1.6	147341	handwriting_prompt	f	n/a	n/a
75.2705	1.4705	150541	handwriting_prompt	z	n/a	n/a
76.741	1.5315	153482	handwriting_prompt	8	n/a	n/a
78.273	1.0965	156546	handwriting_prompt	'	n/a	n/a
79.3695	1.4245	158739	handwriting_prompt	9	n/a	n/a
80.794	1.4555	161588	handwriting_prompt	l	n/a	n/a
82.25	3.645	164500	handwriting_prompt	so're	n/a	n/a
82.25	25.669	164500	stage_start	n/a	words	seated-on-surface
85.8965	4.945	171793	handwriting_prompt	jacket	n/a	n/a
90.861	5.0095	181722	handwriting_prompt	require	n/a	n/a
95.871	4.243	191742	handwriting_prompt	sioux	n/a	n/a
100.114	4.143	200228	handwriting_prompt	with	n/a	n/a
104.257	3.664	208514	handwriting_prompt	privy	n/a	n/a
107.9205	34.9925	215841	stage_start	n/a	words_with_backspace	seated-on-surface
107.921	6.813	215842	handwriting_prompt	←←who's	n/a	n/a
