onset	duration	sample	value	prompt_text	stage_name	posture
26.942	29.2455	53884	handwriting_prompt	,	n/a	n/a
46.9495	93.7805	93899	stage_start	n/a	characters_with_digits	seated-on-surface
56.19	2.7985	112380	handwriting_prompt	c	n/a	n/a
58.9885	2.243	117977	handwriting_prompt	k	n/a	n/a
61.232	1.7885	122464	handwriting_prompt	h	n/a	n/a
63.021	1.814	126042	handwriting_prompt	0	n/a	n/a
64.836	1.695	129672	handwriting_prompt	←	n/a	n/a
66.531	1.661	133062	handwriting_prompt	1	n/a	n/a
68.1925	1.919	136385	handwriting_prompt	g	n/a	n/a
70.112	1.9155	140224	handwriting_prompt	a	n/a	n/a
72.0285	1.997	144057	handwriting_prompt	9	n/a	n/a
74.0265	1.996	148053	handwriting_prompt	y	n/a	n/a
76.0245	2.516	152049	handwriting_prompt	'	n/a	n/a
78.541	2.128	157082	handwriting_prompt	t	n/a	n/a
80.6695	1.5215	161339	handwriting_prompt	v	n/a	n/a
82.192	1.8225	164384	handwriting_prompt	s	n/a	n/a
84.015	1.748	168030	handwriting_prompt	7	n/a	n/a
85.763	2.192	171526	handwriting_prompt	?	n/a	n/a
87.955	1.9695	175910	handwriting_prompt	f	n/a	n/a
89.925	1.734	179850	handwriting_prompt	3	n/a	n/a
91.6595	4.4795	183319	handwriting_prompt	!	n/a	n/a
96.1435	1.8625	192287	handwriting_prompt	2	n/a	n/a
98.0065	1.675	196013	handwriting_prompt	w	n/a	n/a
99.682	2.1385	199364	handwriting_prompt	4	n/a	n/a
101.821	1.7515	203642	handwriting_prompt	x	n/a	n/a
103.5735	1.7185	207147	handwriting_prompt	6	n/a	n/a
105.293	2.315	210586	handwriting_prompt	i	n/a	n/a
107.608	2.109	215216	handwriting_prompt	5	n/a	n/a
109.7175	2.0725	219435	handwriting_prompt	m	n/a	n/a
111.7945	1.6355	223589	handwriting_prompt	→	n/a	n/a
113.431	2.3865	226862	handwriting_prompt	u	n/a	n/a
115.818	1.866	231636	handwriting_prompt	p	n/a	n/a
117.6845	2.0185	235369	handwriting_prompt	j	n/a	n/a
119.704	1.8055	239408	handwriting_prompt	8	n/a	n/a
121.5105	1.6855	243021	handwriting_prompt	o	n/a	n/a
123.198	1.956	246396	handwriting_prompt	q	n/a	n/a
125.1555	3.634	250311	handwriting_prompt	.	n/a	n/a
128.7895	1.667	257579	handwriting_prompt	d	n/a	n/a
130.4565	1.6815	260913	handwriting_prompt	b	n/a	n/a
132.1385	1.549	264277	handwriting_prompt	z	n/a	n/a
133.688	1.5545	267376	handwriting_prompt	n	n/a	n/a
135.2685	1.5725	270537	handwriting_prompt	r	n/a	n/a
136.8425	2.183	273685	handwriting_prompt	e	n/a	n/a
139.0255	1.705	278051	handwriting_prompt	l	n/a	n/a
140.7305	26.6265	281461	stage_start	n/a	words	seated-on-surface
140.731	4.8835	281462	handwriting_prompt	who've	n/a	n/a
145.615	3.6705	291230	handwriting_prompt	just	n/a	n/a
149.2865	4.2365	298573	handwriting_prompt	quickly	n/a	n/a
153.5235	5.574	307047	handwriting_prompt	extreme	n/a	n/a
159.0985	5.061	318197	handwriting_prompt	blazing	n/a	n/a
